Статьи,PL группа 1,Статьи затрат PL в 1 C,%,Факт,%_сравнеие,Период,Monthnumber
Чистая прибыль до выплаты налогов,Расходы группы развитие продуктов,Сувенирная раздатка: массовка,,-435000,-3000%,2023,1
Чистая прибыль до выплаты налогов,Расходы группы развитие продуктов,Сувенирная раздатка: массовка,,-117840,-11342%,2023,2
Чистая прибыль до выплаты налогов,Расходы группы развитие продуктов,Сувенирная раздатка: массовка,,-266641,-4957%,2023,3
Чистая прибыль до выплаты налогов,Расходы группы развитие продуктов,Сувенирная раздатка: массовка,,-3285000,-310%,2023,5
Чистая прибыль до выплаты налогов,Расходы группы развитие продуктов,Сувенирная раздатка: массовка,,-10000,-134733%,2023,6
Чистая прибыль до выплаты налогов,Расходы группы развитие продуктов,"Услуги программистов, техподдержка ПО",,-15000000,-555%,2023,1
Чистая прибыль до выплаты налогов,Расходы группы развитие продуктов,"Услуги программистов, техподдержка ПО",,-5000000,-1864%,2023,2
Чистая прибыль до выплаты налогов,Расходы группы развитие продуктов,"Услуги программистов, техподдержка ПО",,-5048214.29,-1845%,2023,3
Чистая прибыль до выплаты налогов,Расходы группы развитие продуктов,"Услуги программистов, техподдержка ПО",,-5000000,-1864%,2023,4
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-90771269.47999999,-725%,2023,1
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-88414238.08000001,-747%,2023,2
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-57554849.22,-1201%,2023,3
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-143270393.54,-423%,2023,4
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-124524727.38,-501%,2023,5
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-146168520.3,-412%,2023,6
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-128941900.19999999,-481%,2023,7
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-5174369.89,-14372%,2023,8
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-5174369.89,-14372%,2023,9
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-5174369.89,-14372%,2023,10
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-5196925.99,-14309%,2023,11
Чистая прибыль до выплаты налогов,Расходы на проценты,Погашение процентов,,-4420996.07,-16838%,2023,12
Чистая прибыль до выплаты налогов,Расходы на проценты,Расходы по процентам,,-26329625.14,-110%,2023,3
Чистая прибыль до выплаты налогов,Расходы на проценты,Расходы по процентам,,-25450493.759999998,-117%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Анализ, определение действующего вещества, испытания",,-329783.49,-3870%,2023,2
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Анализ, определение действующего вещества, испытания",,-459174.5399999999,-2751%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Анализ, определение действующего вещества, испытания",,-2273773.1400000006,-476%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Анализ, определение действующего вещества, испытания",,-11244365.750000002,-16%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Анализ, определение действующего вещества, испытания",,-13739661.540000001,5%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Анализ, определение действующего вещества, испытания",,-581817.26,-2150%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,Прочие расходы по логистике,,-421344.54,-2477%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,Прочие расходы по логистике,,-23000,-47100%,2023,2
Чистая прибыль до выплаты налогов,Расходы по Логистике,Прочие расходы по логистике,,-921863.98,-1078%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,Прочие расходы по логистике,,-270000,-3921%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,Прочие расходы по логистике,,-499000,-2076%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,Прочие расходы по логистике,,-5000,-217019%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,Прочие расходы по логистике,,-152089.29,-7038%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Прочие складские расходы (спецодежда, расходные материалы)",,-504642.86,-250%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Прочие складские расходы (спецодежда, расходные материалы)",,-81254.47,-2071%,2023,2
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Прочие складские расходы (спецодежда, расходные материалы)",,-1896205.36,7%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Прочие складские расходы (спецодежда, расходные материалы)",,-408466.07999999996,-332%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Прочие складские расходы (спецодежда, расходные материалы)",,-49114.28,-3491%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Прочие складские расходы (спецодежда, расходные материалы)",,-643610.7300000001,-174%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Прочие складские расходы (спецодежда, расходные материалы)",,-66260,-2562%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Расходы по оформлению документов (экспорт, импорт)",,-116478.57,-293%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Расходы по оформлению документов (экспорт, импорт)",,-442867.85,-3%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Расходы по оформлению документов (экспорт, импорт)",,-339585.71,-35%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Расходы по оформлению документов (экспорт, импорт)",,-636074.1,28%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,"Расходы по оформлению документов (экспорт, импорт)",,-32278.57,-1320%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,Ремонт и обслуживание помещений (склады),,-6203985.43,-79%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,Ремонт и обслуживание помещений (склады),,-3743274.3600000003,-197%,2023,2
Чистая прибыль до выплаты налогов,Расходы по Логистике,Ремонт и обслуживание помещений (склады),,-722620.52,-1438%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,Ремонт и обслуживание помещений (склады),,-277673.79,-3903%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,Ремонт и обслуживание помещений (склады),,-312660.72,-3455%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,Ремонт и обслуживание помещений (склады),,-361109.65,-2978%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,Ремонт и обслуживание помещений (склады),,-287292.86,-3769%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,Сертификация,,-815892.86,-1839%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,Сертификация,,-5733312.859999999,-176%,2023,2
Чистая прибыль до выплаты налогов,Расходы по Логистике,Сертификация,,-60089.29,-26224%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,Сертификация,,-803035.75,-1870%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,Сертификация,,-498939.28,-3070%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,Сертификация,,-570907.16,-2671%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,Сертификация,,-670982.1299999999,-2257%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-840000,-161%,2023,2
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-1185000,-85%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-1155000,-89%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-500000,-338%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-644000,-240%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-16000,-13576%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-137201228,64%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-20279519.2,-142%,2023,2
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-28360862.21,-73%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-288295128.3,83%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-117973615.24000001,58%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-113358832.92000002,57%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-210739753.62,77%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-50000,-2892%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-250000,-498%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-1961000,24%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-150000,-897%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-462000,-224%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (перемещения товара),,-2973755.56,-4114%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (перемещения товара),,-3502487.36,-3477%,2023,2
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (перемещения товара),,-14987208.27,-736%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (перемещения товара),,-63980203.56999999,-96%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (перемещения товара),,-54840657.35,-128%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (перемещения товара),,-29697864.470000003,-322%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные расходы (перемещения товара),,-19303000,-549%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-7.450580596923828e-9,106%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-2.9802322387695312e-8,102%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-609999.9999999851,100%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-8327695.000000009,100%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,1522007,100%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-600000,100%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги грузчиков,,-5000000,-250%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги грузчиков,,-5000000,-250%,2023,2
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги грузчиков,,-5057000,-247%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги грузчиков,,-6010908,-192%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги грузчиков,,-6941000,-152%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги грузчиков,,-1432900,-1123%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги грузчиков,,-500000,-3405%,2023,7
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги СВХ,,-332851.82,-3531%,2023,1
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги СВХ,,-275265.58999999997,-4290%,2023,2
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги СВХ,,-2329771.1899999995,-419%,2023,3
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги СВХ,,-7287952.160000001,-66%,2023,4
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги СВХ,,-3877578.61,-212%,2023,5
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги СВХ,,-1640522.3900000001,-637%,2023,6
Чистая прибыль до выплаты налогов,Расходы по Логистике,Услуги СВХ,,-756020.5399999999,-1499%,2023,7
Чистая прибыль до выплаты налогов,Расходы по торговле,Инвентарь для полевых презентаций,,-59000,-117%,2023,5
Чистая прибыль до выплаты налогов,Расходы по торговле,Инвентарь для полевых презентаций,,-30000,-327%,2023,7
Чистая прибыль до выплаты налогов,Расходы по торговле,Инвентарь для полевых презентаций,,-114000,-12%,2023,8
Чистая прибыль до выплаты налогов,Расходы по торговле,Прочие расходы автопарка,,-4307570.51,-725%,2023,1
Чистая прибыль до выплаты налогов,Расходы по торговле,Прочие расходы автопарка,,-10284312.52,-246%,2023,2
Чистая прибыль до выплаты налогов,Расходы по торговле,Прочие расходы автопарка,,-5622886.589999999,-532%,2023,3
Чистая прибыль до выплаты налогов,Расходы по торговле,Прочие расходы автопарка,,-9767430.459999999,-264%,2023,4
Чистая прибыль до выплаты налогов,Расходы по торговле,Прочие расходы автопарка,,-591813.0700000001,-5904%,2023,5
Чистая прибыль до выплаты налогов,Расходы по торговле,Прочие расходы автопарка,,-379264.27,-9269%,2023,6
Чистая прибыль до выплаты налогов,Расходы по торговле,Прочие расходы автопарка,,-3162813.73,-1023%,2023,7
Чистая прибыль до выплаты налогов,Расходы по торговле,Разницы стоимости возврата и фактической стоимости товаров,,-14564.65,-6301%,2023,3
Чистая прибыль до выплаты налогов,Расходы по торговле,Разницы стоимости возврата и фактической стоимости товаров,,-6846794.17,86%,2023,7
Чистая прибыль до выплаты налогов,Расходы по торговле,Регистрация продукции,,-660000,-6169%,2023,1
Чистая прибыль до выплаты налогов,Расходы по торговле,Регистрация продукции,,-1096428.57,-3674%,2023,2
Чистая прибыль до выплаты налогов,Расходы по торговле,Регистрация продукции,,-13091071.420000002,-216%,2023,4
Чистая прибыль до выплаты налогов,Расходы по торговле,Страхование автотранспорта,,-396832.17,100%,2023,1
Чистая прибыль до выплаты налогов,Расходы по торговле,Страхование автотранспорта,,-48662,100%,2023,4
Чистая прибыль до выплаты налогов,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-155207713.31000006,-23370%,2023,1
Чистая прибыль до выплаты налогов,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-559304985.8900001,-6413%,2023,2
Чистая прибыль до выплаты налогов,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-2920254584.2799993,-1147%,2023,3
Чистая прибыль до выплаты налогов,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-12310374338.050001,-196%,2023,4
Чистая прибыль до выплаты налогов,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-13011292660.390007,-180%,2023,5
Чистая прибыль до выплаты налогов,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-9620176609.089964,-279%,2023,6
Чистая прибыль до выплаты налогов,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-2941985838.4600005,-1138%,2023,7
Чистая прибыль до выплаты налогов,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-218707455.29999998,-16556%,2023,8
Чистая прибыль до выплаты налогов,ФОТ АУП,Заработная плата ГПХ,,-8008228,72%,2023,1
Чистая прибыль до выплаты налогов,ФОТ АУП,Заработная плата ГПХ,,-9941291,77%,2023,2
Чистая прибыль до выплаты налогов,ФОТ АУП,Заработная плата ГПХ,,-6274244.899999999,64%,2023,3
Чистая прибыль до выплаты налогов,ФОТ АУП,Заработная плата ГПХ,,-7133496,68%,2023,4
Чистая прибыль до выплаты налогов,ФОТ АУП,Заработная плата ГПХ,,-11259353,80%,2023,5
Чистая прибыль до выплаты налогов,ФОТ АУП,Заработная плата ГПХ,,-15532652.530000001,85%,2023,6
Чистая прибыль до выплаты налогов,ФОТ АУП,Заработная плата ГПХ,,-10327862,78%,2023,7
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-167459101.73000002,-897%,2023,1
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-213801940.19,-681%,2023,2
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-168660306.29000002,-890%,2023,3
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-176732686.76,-845%,2023,4
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-175488635.48,-852%,2023,5
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-179470226.77,-830%,2023,6
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-166775051.60000005,-901%,2023,7
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-252524,-82345%,2023,1
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-334594,-62123%,2023,2
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-126262,-164790%,2023,3
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-126262,-164790%,2023,4
Чистая прибыль,Агенские расходы,Агентские расходы,,-20473819.87,-1444%,2023,1
Чистая прибыль,Агенские расходы,Агентские расходы,,-6630470,-4669%,2023,2
Чистая прибыль,Агенские расходы,Агентские расходы,,-3328046,-9401%,2023,3
Чистая прибыль,Агенские расходы,Агентские расходы,,-17308664,-1727%,2023,4
Чистая прибыль,Агенские расходы,Агентские расходы,,-9013541.3,-3408%,2023,5
Чистая прибыль,Агенские расходы,Агентские расходы,,-12544438,-2421%,2023,6
Чистая прибыль,Агенские расходы,Агентские расходы,,-2423556.88,-12947%,2023,7
Чистая прибыль,Амортизация,Амортизация 1 группы,,-1174031.21,-754%,2023,1
Чистая прибыль,Амортизация,Амортизация 1 группы,,-3211121.67,-212%,2023,2
Чистая прибыль,Амортизация,Амортизация 1 группы,,-3211121.67,-212%,2023,3
Чистая прибыль,Амортизация,Амортизация 1 группы,,-3211121.6700000004,-212%,2023,4
Чистая прибыль,Амортизация,Амортизация 1 группы,,-3211121.67,-212%,2023,5
Чистая прибыль,Амортизация,Амортизация 1 группы,,-3218067.4999999995,-211%,2023,6
Чистая прибыль,Амортизация,Амортизация 1 группы,,-2096614.27,-378%,2023,7
Чистая прибыль,Амортизация,Амортизация 1 группы,,-2096614.27,-378%,2023,8
Чистая прибыль,Амортизация,Амортизация 2 группы,,-32400705.43000002,-629%,2023,1
Чистая прибыль,Амортизация,Амортизация 2 группы,,-32377344.320000015,-630%,2023,2
Чистая прибыль,Амортизация,Амортизация 2 группы,,-31919593.770000022,-640%,2023,3
Чистая прибыль,Амортизация,Амортизация 2 группы,,-31724299.65000002,-645%,2023,4
Чистая прибыль,Амортизация,Амортизация 2 группы,,-31903598.330000028,-640%,2023,5
Чистая прибыль,Амортизация,Амортизация 2 группы,,-32626170.67000003,-624%,2023,6
Чистая прибыль,Амортизация,Амортизация 2 группы,,-32915389.67000003,-618%,2023,7
Чистая прибыль,Амортизация,Амортизация 2 группы,,-29822074.360000025,-692%,2023,8
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2879273.5,-1098%,2023,1
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2845799.0100000035,-1112%,2023,2
Чистая прибыль,Амортизация,Амортизация 3 группы,,-3010326.9400000037,-1045%,2023,3
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2979807.1800000006,-1057%,2023,4
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2825212.3200000026,-1121%,2023,5
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2780348.550000002,-1140%,2023,6
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2710023.2100000028,-1172%,2023,7
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2503023.830000002,-1278%,2023,8
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3991317.1400000146,-934%,2023,1
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3986597.3800000143,-935%,2023,2
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3982742.5200000145,-936%,2023,3
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3999854.6700000144,-932%,2023,4
Чистая прибыль,Амортизация,Амортизация 4 группы,,-4105171.2100000144,-905%,2023,5
Чистая прибыль,Амортизация,Амортизация 4 группы,,-4318209.609999993,-856%,2023,6
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2950213.8000000054,-1299%,2023,7
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2897391.9700000063,-1325%,2023,8
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-669822.5199999999,-2433%,2023,1
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-2176143.6999999997,-680%,2023,2
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-607734.06,-2692%,2023,3
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1199440.23,-1314%,2023,4
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-770120.6000000001,-2103%,2023,5
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-997405.11,-1601%,2023,6
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-180975.63,-9274%,2023,7
Чистая прибыль,Валовая выручка,Выручка от продаж,100%,206316468.1099999,-19977%,2023,1
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,620970027.5600001,-6571%,2023,2
Чистая прибыль,Валовая выручка,Выручка от продаж,100%,3242165427.85,-1178%,2023,3
Чистая прибыль,Валовая выручка,Выручка от продаж,100%,13886064348.180023,-198%,2023,4
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,14788787308.009937,-180%,2023,5
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,11291895524.640005,-267%,2023,6
Чистая прибыль,Валовая выручка,Выручка от продаж,102%,3470411877.269998,-1094%,2023,7
Чистая прибыль,Валовая выручка,Выручка от продаж,104%,248667327.83000004,-16558%,2023,8
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-0%,-775000,-89182%,2023,1
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-1%,-7237678.56,-9460%,2023,2
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-0%,-4664285.720000001,-14735%,2023,3
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-0%,-40199892.86,-1621%,2023,4
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-1%,-165534269.68000007,-318%,2023,5
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-1%,-107092312.50999999,-546%,2023,6
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-2%,-75331426.78000002,-819%,2023,7
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-4%,-9526883.92,-7163%,2023,8
Чистая прибыль,Доп. транспортные расходы,Брокерские услуги,,1.4551915228366852e-11,-950%,2023,1
Чистая прибыль,Доп. транспортные расходы,Брокерские услуги,,-8.731149137020111e-11,275%,2023,2
Чистая прибыль,Доп. транспортные расходы,Брокерские услуги,,2.8740032576024532e-9,95%,2023,3
Чистая прибыль,Доп. транспортные расходы,Брокерские услуги,,-5.675246939063072e-10,127%,2023,4
Чистая прибыль,Доп. транспортные расходы,Брокерские услуги,,2.9103830456733704e-11,-425%,2023,5
Чистая прибыль,Доп. транспортные расходы,Брокерские услуги,,8.003553375601768e-11,-91%,2023,6
Чистая прибыль,Доп. транспортные расходы,Расходы на приобретение ОС (автопарк),,-22345,100%,2023,1
Чистая прибыль,Доп. транспортные расходы,Страхование груза,,-447290,-1060%,2023,2
Чистая прибыль,Доп. транспортные расходы,Страхование груза,,-3585474,-45%,2023,3
Чистая прибыль,Доп. транспортные расходы,Страхование груза,,-8821471,41%,2023,4
Чистая прибыль,Доп. транспортные расходы,Страхование груза,,-9992154.6,48%,2023,5
Чистая прибыль,Доп. транспортные расходы,Страхование груза,,-1825353,-184%,2023,6
Чистая прибыль,Доп. транспортные расходы,Страхование груза,,-343166,-1412%,2023,7
Чистая прибыль,Доп. транспортные расходы,Страхование груза,,-245638,-2013%,2023,8
Чистая прибыль,Доп. транспортные расходы,Таможенные платежи,,0,,2023,1
Чистая прибыль,Доп. транспортные расходы,Таможенные платежи,,0,,2023,2
Чистая прибыль,Доп. транспортные расходы,Таможенные платежи,,-3.4924596548080444e-10,102%,2023,3
Чистая прибыль,Доп. транспортные расходы,Таможенные платежи,,-1.064108801074326e-10,107%,2023,4
Чистая прибыль,Доп. транспортные расходы,Таможенные платежи,,0,,2023,5
Чистая прибыль,Доп. транспортные расходы,Таможенные платежи,,0,,2023,6
Чистая прибыль,Доп. транспортные расходы,Таможенные платежи,,-60000,100%,2023,7
Чистая прибыль,Доп. транспортные расходы,Услуги такси,,-936051.2,-582%,2023,1
Чистая прибыль,Доп. транспортные расходы,Услуги такси,,-1013723.2,-530%,2023,2
Чистая прибыль,Доп. транспортные расходы,Услуги такси,,-1124032,-468%,2023,3
Чистая прибыль,Доп. транспортные расходы,Услуги такси,,-1145368,-458%,2023,4
Чистая прибыль,Доп. транспортные расходы,Услуги такси,,-984910,-548%,2023,5
Чистая прибыль,Доп. транспортные расходы,Услуги такси,,-1360610,-369%,2023,6
Чистая прибыль,Кредит нота за товар,Возмещение расходов от поставщика,,1367724,-1354%,2023,3
Чистая прибыль,Кредит нота за товар,Возмещение расходов от поставщика,,32876712.33,40%,2023,6
Чистая прибыль,Кредит нота за товар,После сезонная скидка от поставщика,,10805138.39,-54507%,2023,1
Чистая прибыль,Кредит нота за товар,После сезонная скидка от поставщика,,17322875.009999998,-33961%,2023,2
Чистая прибыль,Кредит нота за товар,После сезонная скидка от поставщика,,193655136.65,-2947%,2023,3
Чистая прибыль,Кредит нота за товар,После сезонная скидка от поставщика,,1092000,-540226%,2023,4
Чистая прибыль,Кредит нота за товар,После сезонная скидка от поставщика,,10006874.2,-58863%,2023,6
Чистая прибыль,Кредит нота за товар,После сезонная скидка от поставщика (зарезервированная),,1424519870,190%,2023,5
Чистая прибыль,Курсовая разница,Доходы при конвертации валюты,,1872498.67,-228%,2023,3
Чистая прибыль,Курсовая разница,Доходы при конвертации валюты,,383700.44,-1501%,2023,4
Чистая прибыль,Курсовая разница,Доходы при конвертации валюты,,2390591.3,-157%,2023,5
Чистая прибыль,Курсовая разница,Доходы при конвертации валюты,,965551.02,-536%,2023,6
Чистая прибыль,Курсовая разница,Доходы при конвертации валюты,,3908341.5,-57%,2023,7
Чистая прибыль,Курсовая разница,Доходы при конвертации валюты,,24300,-25173%,2023,8
Чистая прибыль,Курсовая разница,Расходы при конвертации валюты,,5177420.3,-2747%,2023,1
Чистая прибыль,Курсовая разница,Расходы при конвертации валюты,,4575857.64,-3122%,2023,2
Чистая прибыль,Курсовая разница,Расходы при конвертации валюты,,9957178.07,-1381%,2023,3
Чистая прибыль,Курсовая разница,Расходы при конвертации валюты,,2806516.7,-5153%,2023,4
Чистая прибыль,Курсовая разница,Расходы при конвертации валюты,,6145056.529999999,-2299%,2023,5
Чистая прибыль,Курсовая разница,Расходы при конвертации валюты,,3043040.62,-4745%,2023,6
Чистая прибыль,Курсовая разница,Расходы при конвертации валюты,,5332800.0200000005,-2665%,2023,7
