Статьи,PL группа 1,Статьи затрат PL в 1 C,%,Факт,%_сравнеие,Период,Monthnumber
Опер EBIT,Расходы по Логистике,Сертификация,,-815892.86,-1839%,2023,1
Опер EBIT,Расходы по Логистике,Сертификация,,-5733312.859999999,-176%,2023,2
Опер EBIT,Расходы по Логистике,Сертификация,,-60089.29,-26224%,2023,3
Опер EBIT,Расходы по Логистике,Сертификация,,-803035.75,-1870%,2023,4
Опер EBIT,Расходы по Логистике,Сертификация,,-498939.28,-3070%,2023,5
Опер EBIT,Расходы по Логистике,Сертификация,,-570907.16,-2671%,2023,6
Опер EBIT,Расходы по Логистике,Сертификация,,-670982.1299999999,-2257%,2023,7
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-840000,-161%,2023,2
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-1185000,-85%,2023,3
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-1155000,-89%,2023,4
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-500000,-338%,2023,5
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-644000,-240%,2023,6
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка от поставщика),,-16000,-13576%,2023,7
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-137201228,64%,2023,1
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-20279519.2,-142%,2023,2
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-28360862.21,-73%,2023,3
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-288295128.3,83%,2023,4
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-117973615.24000001,58%,2023,5
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-113358832.92000002,57%,2023,6
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка покупателю),,-210739753.62,77%,2023,7
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-50000,-2892%,2023,1
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-250000,-498%,2023,3
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-1961000,24%,2023,4
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-150000,-897%,2023,5
Опер EBIT,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,-462000,-224%,2023,6
Опер EBIT,Расходы по Логистике,Транспортные расходы (перемещения товара),,-2973755.56,-4114%,2023,1
Опер EBIT,Расходы по Логистике,Транспортные расходы (перемещения товара),,-3502487.36,-3477%,2023,2
Опер EBIT,Расходы по Логистике,Транспортные расходы (перемещения товара),,-14987208.27,-736%,2023,3
Опер EBIT,Расходы по Логистике,Транспортные расходы (перемещения товара),,-63980203.56999999,-96%,2023,4
Опер EBIT,Расходы по Логистике,Транспортные расходы (перемещения товара),,-54840657.35,-128%,2023,5
Опер EBIT,Расходы по Логистике,Транспортные расходы (перемещения товара),,-29697864.470000003,-322%,2023,6
Опер EBIT,Расходы по Логистике,Транспортные расходы (перемещения товара),,-19303000,-549%,2023,7
Опер EBIT,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-7.450580596923828e-9,106%,2023,1
Опер EBIT,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-2.9802322387695312e-8,102%,2023,3
Опер EBIT,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-609999.9999999851,100%,2023,4
Опер EBIT,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-8327695.000000009,100%,2023,5
Опер EBIT,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,1522007,100%,2023,6
Опер EBIT,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-600000,100%,2023,7
Опер EBIT,Расходы по Логистике,Услуги грузчиков,,-5000000,-250%,2023,1
Опер EBIT,Расходы по Логистике,Услуги грузчиков,,-5000000,-250%,2023,2
Опер EBIT,Расходы по Логистике,Услуги грузчиков,,-5057000,-247%,2023,3
Опер EBIT,Расходы по Логистике,Услуги грузчиков,,-6010908,-192%,2023,4
Опер EBIT,Расходы по Логистике,Услуги грузчиков,,-6941000,-152%,2023,5
Опер EBIT,Расходы по Логистике,Услуги грузчиков,,-1432900,-1123%,2023,6
Опер EBIT,Расходы по Логистике,Услуги грузчиков,,-500000,-3405%,2023,7
Опер EBIT,Расходы по Логистике,Услуги СВХ,,-332851.82,-3531%,2023,1
Опер EBIT,Расходы по Логистике,Услуги СВХ,,-275265.58999999997,-4290%,2023,2
Опер EBIT,Расходы по Логистике,Услуги СВХ,,-2329771.1899999995,-419%,2023,3
Опер EBIT,Расходы по Логистике,Услуги СВХ,,-7287952.160000001,-66%,2023,4
Опер EBIT,Расходы по Логистике,Услуги СВХ,,-3877578.61,-212%,2023,5
Опер EBIT,Расходы по Логистике,Услуги СВХ,,-1640522.3900000001,-637%,2023,6
Опер EBIT,Расходы по Логистике,Услуги СВХ,,-756020.5399999999,-1499%,2023,7
Опер EBIT,Расходы по торговле,Инвентарь для полевых презентаций,,-59000,-117%,2023,5
Опер EBIT,Расходы по торговле,Инвентарь для полевых презентаций,,-30000,-327%,2023,7
Опер EBIT,Расходы по торговле,Инвентарь для полевых презентаций,,-114000,-12%,2023,8
Опер EBIT,Расходы по торговле,Прочие расходы автопарка,,-4307570.51,-725%,2023,1
Опер EBIT,Расходы по торговле,Прочие расходы автопарка,,-10284312.52,-246%,2023,2
Опер EBIT,Расходы по торговле,Прочие расходы автопарка,,-5622886.589999999,-532%,2023,3
Опер EBIT,Расходы по торговле,Прочие расходы автопарка,,-9767430.459999999,-264%,2023,4
Опер EBIT,Расходы по торговле,Прочие расходы автопарка,,-591813.0700000001,-5904%,2023,5
Опер EBIT,Расходы по торговле,Прочие расходы автопарка,,-379264.27,-9269%,2023,6
Опер EBIT,Расходы по торговле,Прочие расходы автопарка,,-3162813.73,-1023%,2023,7
Опер EBIT,Расходы по торговле,Разницы стоимости возврата и фактической стоимости товаров,,-14564.65,-6301%,2023,3
Опер EBIT,Расходы по торговле,Разницы стоимости возврата и фактической стоимости товаров,,-6846794.17,86%,2023,7
Опер EBIT,Расходы по торговле,Регистрация продукции,,-660000,-6169%,2023,1
Опер EBIT,Расходы по торговле,Регистрация продукции,,-1096428.57,-3674%,2023,2
Опер EBIT,Расходы по торговле,Регистрация продукции,,-13091071.420000002,-216%,2023,4
Опер EBIT,Расходы по торговле,Страхование автотранспорта,,-396832.17,100%,2023,1
Опер EBIT,Расходы по торговле,Страхование автотранспорта,,-48662,100%,2023,4
Опер EBIT,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-155207713.31000006,-23370%,2023,1
Опер EBIT,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-559304985.8900001,-6413%,2023,2
Опер EBIT,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-2920254584.2799993,-1147%,2023,3
Опер EBIT,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-12310374338.050001,-196%,2023,4
Опер EBIT,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-13011292660.390007,-180%,2023,5
Опер EBIT,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-9620176609.089964,-279%,2023,6
Опер EBIT,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-2941985838.4600005,-1138%,2023,7
Опер EBIT,Себестоимость реализованной продукции,Себестоимость реализованной продукции и оказанных услуг,,-218707455.29999998,-16556%,2023,8
Опер EBIT,ФОТ ТП,Заработная плата,,-167459101.73000002,-897%,2023,1
Опер EBIT,ФОТ ТП,Заработная плата,,-213801940.19,-681%,2023,2
Опер EBIT,ФОТ ТП,Заработная плата,,-168660306.29000002,-890%,2023,3
Опер EBIT,ФОТ ТП,Заработная плата,,-176732686.76,-845%,2023,4
Опер EBIT,ФОТ ТП,Заработная плата,,-175488635.48,-852%,2023,5
Опер EBIT,ФОТ ТП,Заработная плата,,-179470226.77,-830%,2023,6
Опер EBIT,ФОТ ТП,Заработная плата,,-166775051.60000005,-901%,2023,7
Опер EBIT,ФОТ ТП,Заработная плата (бонусы),,-252524,-82345%,2023,1
Опер EBIT,ФОТ ТП,Заработная плата (бонусы),,-334594,-62123%,2023,2
Опер EBIT,ФОТ ТП,Заработная плата (бонусы),,-126262,-164790%,2023,3
Опер EBIT,ФОТ ТП,Заработная плата (бонусы),,-126262,-164790%,2023,4
Общие и административные расходы,Прочие Административные расходы,Аренда помещений (офисы),,5872687.02,-1369%,2023,1
Общие и административные расходы,Прочие Административные расходы,Аренда помещений (офисы),,5593406.71,-1442%,2023,2
Общие и административные расходы,Прочие Административные расходы,Аренда помещений (офисы),,5721156.71,-1408%,2023,3
Общие и административные расходы,Прочие Административные расходы,Аренда помещений (офисы),,5606335.289999999,-1439%,2023,4
Общие и административные расходы,Прочие Административные расходы,Аренда помещений (офисы),,6068708.149999999,-1322%,2023,5
Общие и административные расходы,Прочие Административные расходы,Аренда помещений (офисы),,6859698.6899999995,-1158%,2023,6
Общие и административные расходы,Прочие Административные расходы,Аренда помещений (офисы),,4994473.4799999995,-1627%,2023,7
Общие и административные расходы,Прочие Административные расходы,"Безвозмездная финансовая помощь, благотворительная помощь",,1750000,-153%,2023,1
Общие и административные расходы,Прочие Административные расходы,Брак,,23677.72,-24302%,2023,2
Общие и административные расходы,Прочие Административные расходы,Брак,,6602228.1,12%,2023,3
Общие и административные расходы,Прочие Административные расходы,Брак,,796730.6400000001,-625%,2023,5
Общие и административные расходы,Прочие Административные расходы,Брак,,104697.6,-5419%,2023,8
Общие и административные расходы,Прочие Административные расходы,Выполнение условий договора,,419240,-2397%,2023,1
Общие и административные расходы,Прочие Административные расходы,Выполнение условий договора,,419240,-2397%,2023,3
Общие и административные расходы,Прочие Административные расходы,Выполнение условий договора,,419240,-2397%,2023,4
Общие и административные расходы,Прочие Административные расходы,Выполнение условий договора,,8492454.29,-23%,2023,5
Общие и административные расходы,Прочие Административные расходы,Выполнение условий договора,,419240,-2397%,2023,6
Общие и административные расходы,Прочие Административные расходы,"Канцелярские и хозяйственные товары, расходы офиса",,1467775.7399999998,-983%,2023,1
Общие и административные расходы,Прочие Административные расходы,"Канцелярские и хозяйственные товары, расходы офиса",,1877505.42,-746%,2023,2
Общие и административные расходы,Прочие Административные расходы,"Канцелярские и хозяйственные товары, расходы офиса",,1230561.7899999998,-1191%,2023,3
Общие и административные расходы,Прочие Административные расходы,"Канцелярские и хозяйственные товары, расходы офиса",,1177324.33,-1250%,2023,4
Общие и административные расходы,Прочие Административные расходы,"Канцелярские и хозяйственные товары, расходы офиса",,731501.5900000002,-2073%,2023,5
Общие и административные расходы,Прочие Административные расходы,"Канцелярские и хозяйственные товары, расходы офиса",,994923.37,-1497%,2023,6
Общие и административные расходы,Прочие Административные расходы,"Канцелярские и хозяйственные товары, расходы офиса",,916241.0900000001,-1634%,2023,7
Общие и административные расходы,Прочие Административные расходы,"Канцелярские и хозяйственные товары, расходы офиса",,51687.5,-30646%,2023,8
Общие и административные расходы,Прочие Административные расходы,Командировочные расходы суточные,,5958296,-582%,2023,1
Общие и административные расходы,Прочие Административные расходы,Командировочные расходы суточные,,3190804.5,-1173%,2023,2
Общие и административные расходы,Прочие Административные расходы,Командировочные расходы суточные,,2887735.5,-1307%,2023,3
Общие и административные расходы,Прочие Административные расходы,Командировочные расходы суточные,,2812825,-1345%,2023,4
Общие и административные расходы,Прочие Административные расходы,Командировочные расходы суточные,,3132237,-1197%,2023,5
Общие и административные расходы,Прочие Административные расходы,Командировочные расходы суточные,,3912213,-939%,2023,6
Общие и административные расходы,Прочие Административные расходы,Командировочные расходы суточные,,3170130,-1182%,2023,7
Общие и административные расходы,Прочие Административные расходы,Командировочные расходы суточные,,146625,-27612%,2023,8
Общие и административные расходы,Прочие Административные расходы,Консультационные услуги (менеджмент),,10000000,-161%,2023,1
Общие и административные расходы,Прочие Административные расходы,Консультационные услуги (менеджмент),,10630924,-146%,2023,2
Общие и административные расходы,Прочие Административные расходы,Консультационные услуги (менеджмент),,10000000,-161%,2023,3
Общие и административные расходы,Прочие Административные расходы,Консультационные услуги (менеджмент),,10000000,-161%,2023,4
Общие и административные расходы,Прочие Административные расходы,Консультационные услуги (менеджмент),,10000000,-161%,2023,5
Общие и административные расходы,Прочие Административные расходы,Консультационные услуги (менеджмент),,1962592.5,-1231%,2023,6
Общие и административные расходы,Прочие Административные расходы,Корпоративные мероприятия,,1416374.4600000002,-10867%,2023,1
Общие и административные расходы,Прочие Административные расходы,Корпоративные мероприятия,,6322807,-2357%,2023,2
Общие и административные расходы,Прочие Административные расходы,Корпоративные мероприятия,,680167.86,-22738%,2023,3
Общие и административные расходы,Прочие Административные расходы,Корпоративные мероприятия,,17734985,-776%,2023,5
Общие и административные расходы,Прочие Административные расходы,Корпоративные мероприятия,,100000,-155235%,2023,7
Общие и административные расходы,Прочие Административные расходы,Лицензия,,17106.239999999998,-966%,2023,1
Общие и административные расходы,Прочие Административные расходы,Лицензия,,5800.4,-3044%,2023,2
Общие и административные расходы,Прочие Административные расходы,Мобильная связь,,693278.0099999999,-923%,2023,1
Общие и административные расходы,Прочие Административные расходы,Мобильная связь,,654956.6499999999,-983%,2023,2
Общие и административные расходы,Прочие Административные расходы,Мобильная связь,,614827.4099999999,-1054%,2023,3
Общие и административные расходы,Прочие Административные расходы,Мобильная связь,,656856.9800000001,-980%,2023,4
Общие и административные расходы,Прочие Административные расходы,Мобильная связь,,829596.2499999999,-755%,2023,5
Общие и административные расходы,Прочие Административные расходы,Мобильная связь,,851097.73,-733%,2023,6
Общие и административные расходы,Прочие Административные расходы,Мобильная связь,,278732.17000000004,-2445%,2023,7
Общие и административные расходы,Прочие Административные расходы,Обучение сотрудников,,6945060.72,-310%,2023,1
Общие и административные расходы,Прочие Административные расходы,Обучение сотрудников,,132000,-21454%,2023,2
Общие и административные расходы,Прочие Административные расходы,Обучение сотрудников,,919200,-2995%,2023,3
Общие и административные расходы,Прочие Административные расходы,Обучение сотрудников,,992500,-2767%,2023,4
Общие и административные расходы,Прочие Административные расходы,Обучение сотрудников,,2395900,-1088%,2023,5
Общие и административные расходы,Прочие Административные расходы,Обучение сотрудников,,8739000,-226%,2023,6
Общие и административные расходы,Прочие Административные расходы,"Поддержка ГО, представительств",,4000,-1517%,2023,1
Общие и административные расходы,Прочие Административные расходы,"Поддержка ГО, представительств",,5516.25,-1072%,2023,2
Общие и административные расходы,Прочие Административные расходы,"Поддержка ГО, представительств",,28320,-128%,2023,3
Общие и административные расходы,Прочие Административные расходы,"Поддержка ГО, представительств",,106520,39%,2023,4
Общие и административные расходы,Прочие Административные расходы,"Поддержка ГО, представительств",,181500,64%,2023,5
Общие и административные расходы,Прочие Административные расходы,"Поддержка ГО, представительств",,12419.64,-421%,2023,7
Общие и административные расходы,Прочие Административные расходы,"Покупка мелкого IT оборудования, периферии",,16062.5,100%,2023,1
Общие и административные расходы,Прочие Административные расходы,"Покупка мелкого IT оборудования, периферии",,10071.43,100%,2023,2
Общие и административные расходы,Прочие Административные расходы,"Покупка мелкого IT оборудования, периферии",,35705.36,100%,2023,3
Общие и административные расходы,Прочие Административные расходы,"Покупка мелкого IT оборудования, периферии",,53303.57,100%,2023,7
Общие и административные расходы,Прочие Административные расходы,"Покупка, ремонт и обслуживание картриджей",,5280,-11767%,2023,1
Общие и административные расходы,Прочие Административные расходы,"Покупка, ремонт и обслуживание картриджей",,1500,-41670%,2023,2
Общие и административные расходы,Прочие Административные расходы,"Покупка, ремонт и обслуживание картриджей",,6885.72,-8999%,2023,3
Общие и административные расходы,Прочие Административные расходы,"Покупка, ремонт и обслуживание картриджей",,19280,-3150%,2023,4
Общие и административные расходы,Прочие Административные расходы,"Покупка, ремонт и обслуживание картриджей",,150200,-317%,2023,6
Общие и административные расходы,Прочие Административные расходы,Проживание,,3966543.31,-970%,2023,1
Общие и административные расходы,Прочие Административные расходы,Проживание,,2066828.5599999998,-1953%,2023,2
Общие и административные расходы,Прочие Административные расходы,Проживание,,3451701.180000001,-1129%,2023,3
Общие и административные расходы,Прочие Административные расходы,Проживание,,4142296.5300000026,-924%,2023,4
Общие и административные расходы,Прочие Административные расходы,Проживание,,2624846.85,-1517%,2023,5
Общие и административные расходы,Прочие Административные расходы,Проживание,,4042777.4499999993,-950%,2023,6
Общие и административные расходы,Прочие Административные расходы,Проживание,,9152793.89,-364%,2023,7
Общие и административные расходы,Прочие Административные расходы,Проживание,,102946.26999999999,-41123%,2023,8
Общие и административные расходы,Прочие Административные расходы,Прочие IT расходы,,31696.43,-1416%,2023,3
Общие и административные расходы,Прочие Административные расходы,Прочие IT расходы,,189500,-154%,2023,6
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,5131745.49,-284%,2023,1
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,14341432.61,-37%,2023,2
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,7061849.029999999,-179%,2023,3
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,819307.96,-2305%,2023,4
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,1603045.72,-1129%,2023,5
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,587432.1499999999,-3254%,2023,6
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,699574.4099999999,-2716%,2023,7
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,214795.83,-9073%,2023,8
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,214795.84,-9073%,2023,9
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,212118.42,-9188%,2023,10
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,196487.8,-9927%,2023,11
Общие и административные расходы,Прочие Административные расходы,Прочие административные расходы,,182424.77000000002,-10700%,2023,12
Общие и административные расходы,Прочие Административные расходы,Прочие юридические расходы,,277741.34,-1433%,2023,1
Общие и административные расходы,Прочие Административные расходы,Прочие юридические расходы,,281646.20999999996,-1412%,2023,2
Общие и административные расходы,Прочие Административные расходы,Прочие юридические расходы,,459815.97000000003,-826%,2023,3
Общие и административные расходы,Прочие Административные расходы,Прочие юридические расходы,,635643.9400000001,-570%,2023,4
Общие и административные расходы,Прочие Административные расходы,Прочие юридические расходы,,2209367.8,-93%,2023,6
Общие и административные расходы,Прочие Административные расходы,Прочие юридические расходы,,2425000,-76%,2023,7
Общие и административные расходы,Прочие Административные расходы,Прочие юридические расходы,,7000,-60731%,2023,8
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,452289.62,-22029%,2023,1
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,1045146.73,-9476%,2023,2
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,616959.97,-16123%,2023,3
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,546859.76,-18202%,2023,4
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,14246396.65,-603%,2023,5
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,27439524.4,-265%,2023,6
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,49723506.17,-101%,2023,7
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,218677.47,-45669%,2023,8
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,99703.75,-100285%,2023,9
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,99703.75,-100285%,2023,10
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,99703.75,-100285%,2023,11
Общие и административные расходы,Прочие Административные расходы,"Расходы на оформление займов (оценка имущества, регистрация договоров залога и т.д.)",,99703.75,-100285%,2023,12
Общие и административные расходы,Прочие Административные расходы,Расходы на проезд,,-21602,115390%,2023,1
Общие и административные расходы,Прочие Административные расходы,Расходы на проезд,,-43935,56786%,2023,2
Общие и административные расходы,Прочие Административные расходы,Расходы на проезд,,8100,-307369%,2023,3
Общие и административные расходы,Прочие Административные расходы,Расходы на содержание офиса,,30000,100%,2023,2
Общие и административные расходы,Прочие Административные расходы,Расходы на содержание офиса,,68045,100%,2023,4
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание компьютеров и орг.техники,,52821.42,-1169%,2023,1
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание компьютеров и орг.техники,,28200,-2276%,2023,2
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание компьютеров и орг.техники,,7660.71,-8648%,2023,3
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание компьютеров и орг.техники,,10000,-6602%,2023,4
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание компьютеров и орг.техники,,5001500,87%,2023,5
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание компьютеров и орг.техники,,5000000,87%,2023,6
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание компьютеров и орг.техники,,10400,-6344%,2023,7
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание офисного оборудования,,57142.86,-836%,2023,1
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание офисного оборудования,,5006700,89%,2023,2
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание офисного оборудования,,50000,-969%,2023,3
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание офисного оборудования,,72178.57,-641%,2023,6
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание помещений (офис),,5117478.57,-969%,2023,1
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание помещений (офис),,46776.79,-116847%,2023,2
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание помещений (офис),,5074483.93,-978%,2023,3
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание помещений (офис),,7674046,-613%,2023,4
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание помещений (офис),,5048403.57,-984%,2023,5
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание помещений (офис),,5411793.75,-911%,2023,6
Общие и административные расходы,Прочие Административные расходы,Ремонт и обслуживание помещений (офис),,1076544.64,-4981%,2023,7
Общие и административные расходы,Прочие Административные расходы,Судебные пошлины,,290976.84,-5973%,2023,2
Общие и административные расходы,Прочие Административные расходы,Судебные пошлины,,2338851.08,-656%,2023,3
Общие и административные расходы,Прочие Административные расходы,Судебные пошлины,,11679000.88,-51%,2023,4
Общие и административные расходы,Прочие Административные расходы,Судебные пошлины,,15607122.33,-13%,2023,5
Общие и административные расходы,Прочие Административные расходы,Судебные пошлины,,1434845.28,-1132%,2023,6
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (Outline),,10000000,-1481%,2023,1
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (Outline),,10000000,-1481%,2023,2
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (Outline),,20108928.57,-686%,2023,3
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (Outline),,10000000,-1481%,2023,4
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (Outline),,10000000,-1481%,2023,5
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (Outline),,10000000,-1481%,2023,6
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (командировочные),,2192532,-2646%,2023,1
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (командировочные),,10242876.29,-488%,2023,2
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (командировочные),,10068129.44,-498%,2023,3
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (командировочные),,5643682.54,-967%,2023,4
Общие и административные расходы,Прочие Административные расходы,Транспортные расходы (командировочные),,21851848,-175%,2023,5
