Статьи,PL группа 1,Статьи затрат PL в 1 C,%,Факт,%_сравнеие,Период,Monthnumber
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-179470226.76999998,-830%,2023,6
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-166775051.60000002,-901%,2023,7
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-190946546.83000004,-374%,2022,1
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-107515425.22,-742%,2022,2
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-109649111.86999999,-726%,2022,3
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-147851348.66999996,-513%,2022,4
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-116322074.37,-679%,2022,5
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-115526115.45,-684%,2022,6
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-106866601.52000001,-747%,2022,7
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-112369268.24,-706%,2022,8
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-118959571.72000004,-661%,2022,9
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-122979428.69999997,-636%,2022,10
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-127292911.80000001,-611%,2022,11
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-293518015.06999993,-209%,2022,12
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-60371904.47,-1061%,2021,1
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-68066038.18,-930%,2021,2
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-75790307.27,-825%,2021,3
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-70788907.08000001,-890%,2021,4
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-73292423.65000002,-856%,2021,5
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-77865963.30999997,-800%,2021,6
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-78917877.72000001,-788%,2021,7
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-76648528.36999999,-814%,2021,8
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-79696627.63000001,-779%,2021,9
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-80645369.8,-769%,2021,10
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-80871763.29000002,-767%,2021,11
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата,,-82665456.88999999,-748%,2021,12
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-252524,-82345%,2023,1
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-334594,-62123%,2023,2
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-126262,-164790%,2023,3
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-126262,-164790%,2023,4
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-89727306.75000006,-114%,2022,5
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-36956352.79999998,-420%,2022,6
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-34440742.2,-458%,2022,7
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-36122693.50999998,-432%,2022,9
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-1360209.29,-14031%,2022,10
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-6881626.03,-2693%,2022,11
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-2704069.7399999998,-7008%,2022,12
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-27196162.929999992,100%,2021,3
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-30703373.6,100%,2021,4
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-2787501.49,100%,2021,5
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-28235547.66,100%,2021,6
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-2022700.54,100%,2021,7
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-23343315.350000005,100%,2021,8
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-18551444.519999996,100%,2021,9
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-2024006.7799999998,100%,2021,10
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-14288329.189999996,100%,2021,11
Чистая прибыль до выплаты налогов,ФОТ ТП,Заработная плата (бонусы),,-43058889.86,100%,2021,12
КПН,КПН,КПН,,11499505,-25%,2022,3
КПН,КПН,КПН,,38296,-37354%,2022,6
КПН,КПН,КПН,,545214,-2531%,2022,8
КПН,КПН,КПН,,739370,-1840%,2022,9
КПН,КПН,КПН,,172595,-8210%,2022,11
КПН,КПН,КПН,,1142415053.67,99%,2022,12
КПН,КПН,КПН,,14343432,100%,2021,12
Чистая прибыль,Агенские расходы,Агентские расходы,,-20473819.869999997,-1444%,2023,1
Чистая прибыль,Агенские расходы,Агентские расходы,,-6630470,-4669%,2023,2
Чистая прибыль,Агенские расходы,Агентские расходы,,-3328046,-9401%,2023,3
Чистая прибыль,Агенские расходы,Агентские расходы,,-17308664,-1727%,2023,4
Чистая прибыль,Агенские расходы,Агентские расходы,,-9013541.3,-3408%,2023,5
Чистая прибыль,Агенские расходы,Агентские расходы,,-12544438,-2421%,2023,6
Чистая прибыль,Агенские расходы,Агентские расходы,,-2423556.88,-12947%,2023,7
Чистая прибыль,Агенские расходы,Агентские расходы,,-31255808,-859%,2022,1
Чистая прибыль,Агенские расходы,Агентские расходы,,-8731145,-3331%,2022,2
Чистая прибыль,Агенские расходы,Агентские расходы,,-24799402.86,-1108%,2022,3
Чистая прибыль,Агенские расходы,Агентские расходы,,-11553096,-2493%,2022,4
Чистая прибыль,Агенские расходы,Агентские расходы,,-63671991.93,-371%,2022,5
Чистая прибыль,Агенские расходы,Агентские расходы,,-51047571,-487%,2022,6
Чистая прибыль,Агенские расходы,Агентские расходы,,-3635046.7199999997,-8142%,2022,7
Чистая прибыль,Агенские расходы,Агентские расходы,,-1431232.83,-20834%,2022,8
Чистая прибыль,Агенские расходы,Агентские расходы,,-5556987.66,-5292%,2022,9
Чистая прибыль,Агенские расходы,Агентские расходы,,-43367720,-591%,2022,10
Чистая прибыль,Агенские расходы,Агентские расходы,,-32845875.659999996,-812%,2022,11
Чистая прибыль,Агенские расходы,Агентские расходы,,-38300583.379999995,-682%,2022,12
Чистая прибыль,Агенские расходы,Агентские расходы,,-12529871.5,-592%,2021,2
Чистая прибыль,Агенские расходы,Агентские расходы,,-447000,-19286%,2021,3
Чистая прибыль,Агенские расходы,Агентские расходы,,-29617914,-193%,2021,4
Чистая прибыль,Агенские расходы,Агентские расходы,,-23422474.31,-270%,2021,5
Чистая прибыль,Агенские расходы,Агентские расходы,,-11265247.36,-669%,2021,6
Чистая прибыль,Агенские расходы,Агентские расходы,,-3653739,-2272%,2021,7
Чистая прибыль,Агенские расходы,Агентские расходы,,-5840258,-1384%,2021,8
Чистая прибыль,Агенские расходы,Агентские расходы,,-1519361.7,-5603%,2021,9
Чистая прибыль,Агенские расходы,Агентские расходы,,-58313054.32,-49%,2021,10
Чистая прибыль,Агенские расходы,Агентские расходы,,-22546456.85,-284%,2021,11
Чистая прибыль,Агенские расходы,Агентские расходы,,-130451895.25000001,34%,2021,12
Чистая прибыль,Агенские расходы,Агентские услуги,,-4116000,100%,2021,12
Чистая прибыль,Амортизация,Амортизация 1 группы,,-1174031.21,-754%,2023,1
Чистая прибыль,Амортизация,Амортизация 1 группы,,-3211121.6700000004,-212%,2023,2
Чистая прибыль,Амортизация,Амортизация 1 группы,,-3211121.670000001,-212%,2023,3
Чистая прибыль,Амортизация,Амортизация 1 группы,,-3211121.6700000004,-212%,2023,4
Чистая прибыль,Амортизация,Амортизация 1 группы,,-3211121.6700000004,-212%,2023,5
Чистая прибыль,Амортизация,Амортизация 1 группы,,-3218067.5000000005,-211%,2023,6
Чистая прибыль,Амортизация,Амортизация 1 группы,,-2096614.27,-378%,2023,7
Чистая прибыль,Амортизация,Амортизация 1 группы,,-2096614.27,-378%,2023,8
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-57623%,2022,1
Чистая прибыль,Амортизация,Амортизация 1 группы,,-487090.91,-9910%,2022,2
Чистая прибыль,Амортизация,Амортизация 1 группы,,-487090.9099999999,-9910%,2022,3
Чистая прибыль,Амортизация,Амортизация 1 группы,,-487090.9099999999,-9910%,2022,4
Чистая прибыль,Амортизация,Амортизация 1 группы,,-487090.9099999999,-9910%,2022,5
Чистая прибыль,Амортизация,Амортизация 1 группы,,-1071479.2999999998,-4450%,2022,6
Чистая прибыль,Амортизация,Амортизация 1 группы,,-1150199.29,-4139%,2022,7
Чистая прибыль,Амортизация,Амортизация 1 группы,,-1150199.2899999998,-4139%,2022,8
Чистая прибыль,Амортизация,Амортизация 1 группы,,-1150199.29,-4139%,2022,9
Чистая прибыль,Амортизация,Амортизация 1 группы,,-1150199.29,-4139%,2022,10
Чистая прибыль,Амортизация,Амортизация 1 группы,,-1158626.13,-4108%,2022,11
Чистая прибыль,Амортизация,Амортизация 1 группы,,-1158626.1300000001,-4108%,2022,12
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,1
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,2
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,3
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,4
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,5
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,6
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,7
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,8
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,9
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,10
Чистая прибыль,Амортизация,Амортизация 1 группы,,-84467.26999999999,-3826%,2021,11
Чистая прибыль,Амортизация,Амортизация 1 группы,,-47827702.269999996,93%,2021,12
Чистая прибыль,Амортизация,Амортизация 2 группы,,-32400705.430000015,-629%,2023,1
Чистая прибыль,Амортизация,Амортизация 2 группы,,-32377344.320000015,-630%,2023,2
Чистая прибыль,Амортизация,Амортизация 2 группы,,-31919593.770000022,-640%,2023,3
Чистая прибыль,Амортизация,Амортизация 2 группы,,-31724299.650000017,-645%,2023,4
Чистая прибыль,Амортизация,Амортизация 2 группы,,-31903598.330000024,-640%,2023,5
Чистая прибыль,Амортизация,Амортизация 2 группы,,-32626170.670000028,-624%,2023,6
Чистая прибыль,Амортизация,Амортизация 2 группы,,-32915389.670000028,-618%,2023,7
Чистая прибыль,Амортизация,Амортизация 2 группы,,-29822074.360000025,-692%,2023,8
Чистая прибыль,Амортизация,Амортизация 2 группы,,-13404411.069999995,-1023%,2022,1
Чистая прибыль,Амортизация,Амортизация 2 группы,,-13385008.639999995,-1025%,2022,2
Чистая прибыль,Амортизация,Амортизация 2 группы,,-13946403.719999995,-979%,2022,3
Чистая прибыль,Амортизация,Амортизация 2 группы,,-18080267.900000006,-733%,2022,4
Чистая прибыль,Амортизация,Амортизация 2 группы,,-20692104.950000018,-627%,2022,5
Чистая прибыль,Амортизация,Амортизация 2 группы,,-21923313.28000002,-587%,2022,6
Чистая прибыль,Амортизация,Амортизация 2 группы,,-22317118.84000002,-575%,2022,7
Чистая прибыль,Амортизация,Амортизация 2 группы,,-22691920.22000002,-563%,2022,8
Чистая прибыль,Амортизация,Амортизация 2 группы,,-21913227.780000016,-587%,2022,9
Чистая прибыль,Амортизация,Амортизация 2 группы,,-21633311.090000015,-596%,2022,10
Чистая прибыль,Амортизация,Амортизация 2 группы,,-23121765.670000017,-551%,2022,11
Чистая прибыль,Амортизация,Амортизация 2 группы,,-23112431.65000002,-551%,2022,12
Чистая прибыль,Амортизация,Амортизация 2 группы,,-8058640.350000003,-751%,2021,1
Чистая прибыль,Амортизация,Амортизация 2 группы,,-11409697.24,-501%,2021,2
Чистая прибыль,Амортизация,Амортизация 2 группы,,-11259291.68,-509%,2021,3
Чистая прибыль,Амортизация,Амортизация 2 группы,,-10875940.34,-530%,2021,4
Чистая прибыль,Амортизация,Амортизация 2 группы,,-12668290.989999996,-441%,2021,5
Чистая прибыль,Амортизация,Амортизация 2 группы,,-12901176.759999998,-431%,2021,6
Чистая прибыль,Амортизация,Амортизация 2 группы,,-12885365.499999996,-432%,2021,7
Чистая прибыль,Амортизация,Амортизация 2 группы,,-12960365.499999996,-429%,2021,8
Чистая прибыль,Амортизация,Амортизация 2 группы,,-13088564.899999995,-424%,2021,9
Чистая прибыль,Амортизация,Амортизация 2 группы,,-13610438.249999994,-404%,2021,10
Чистая прибыль,Амортизация,Амортизация 2 группы,,-13610438.249999993,-404%,2021,11
Чистая прибыль,Амортизация,Амортизация 2 группы,,-17204552.75999999,-298%,2021,12
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2879273.5,-1098%,2023,1
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2845799.0100000035,-1112%,2023,2
Чистая прибыль,Амортизация,Амортизация 3 группы,,-3010326.9400000037,-1045%,2023,3
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2979807.180000001,-1057%,2023,4
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2825212.3200000036,-1121%,2023,5
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2780348.550000003,-1140%,2023,6
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2710023.2100000037,-1172%,2023,7
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2503023.8300000033,-1278%,2023,8
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2635167.4099999997,-810%,2022,1
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2686166.139999999,-793%,2022,2
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2727442.7399999998,-780%,2022,3
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2833760.89,-747%,2022,4
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2898253.69,-728%,2022,5
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2885721.0300000007,-731%,2022,6
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2914382.24,-723%,2022,7
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2916916.3900000006,-723%,2022,8
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2907583.4000000004,-725%,2022,9
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2860048.470000001,-739%,2022,10
Чистая прибыль,Амортизация,Амортизация 3 группы,,-3086362.730000003,-677%,2022,11
Чистая прибыль,Амортизация,Амортизация 3 группы,,-3130328.7900000024,-666%,2022,12
Чистая прибыль,Амортизация,Амортизация 3 группы,,-1175150.5300000007,-758%,2021,1
Чистая прибыль,Амортизация,Амортизация 3 группы,,-1465114.3199999996,-588%,2021,2
Чистая прибыль,Амортизация,Амортизация 3 группы,,-1612771.6399999997,-525%,2021,3
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2017918.3499999987,-400%,2021,4
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2048079.9099999992,-392%,2021,5
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2085223.9099999992,-384%,2021,6
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2126598.2399999998,-374%,2021,7
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2154763.9599999995,-368%,2021,8
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2255603.6999999983,-347%,2021,9
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2245435.299999998,-349%,2021,10
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2377623.399999997,-324%,2021,11
Чистая прибыль,Амортизация,Амортизация 3 группы,,-2427634.5099999974,-315%,2021,12
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3991317.1400000146,-934%,2023,1
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3986597.380000016,-935%,2023,2
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3982742.5200000145,-936%,2023,3
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3999854.6700000144,-932%,2023,4
Чистая прибыль,Амортизация,Амортизация 4 группы,,-4105171.2100000135,-905%,2023,5
Чистая прибыль,Амортизация,Амортизация 4 группы,,-4318209.609999993,-856%,2023,6
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2950213.8000000063,-1299%,2023,7
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2897391.970000006,-1325%,2023,8
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2383119.8500000075,-968%,2022,1
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2964510.110000004,-758%,2022,2
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3003944.740000003,-747%,2022,3
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3143394.6299999966,-710%,2022,4
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3121828.1699999953,-715%,2022,5
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3389209.4099999936,-651%,2022,6
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3449667.4699999983,-638%,2022,7
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3501951.3699999987,-627%,2022,8
Чистая прибыль,Амортизация,Амортизация 4 группы,,-4042085.4900000063,-530%,2022,9
Чистая прибыль,Амортизация,Амортизация 4 группы,,-4096032.770000007,-521%,2022,10
Чистая прибыль,Амортизация,Амортизация 4 группы,,-4121513.0800000094,-517%,2022,11
Чистая прибыль,Амортизация,Амортизация 4 группы,,-4057173.1400000122,-527%,2022,12
Чистая прибыль,Амортизация,Амортизация 4 группы,,-1452379.0999999954,-751%,2021,1
Чистая прибыль,Амортизация,Амортизация 4 группы,,-1466218.0699999956,-743%,2021,2
Чистая прибыль,Амортизация,Амортизация 4 группы,,-1421770.0799999954,-769%,2021,3
Чистая прибыль,Амортизация,Амортизация 4 группы,,-1458795.3399999947,-747%,2021,4
Чистая прибыль,Амортизация,Амортизация 4 группы,,-1948871.9000000008,-534%,2021,5
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2057361.7500000019,-501%,2021,6
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2316289.1900000074,-434%,2021,7
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2316038.830000006,-434%,2021,8
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2338384.030000007,-428%,2021,9
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2348881.6900000074,-426%,2021,10
Чистая прибыль,Амортизация,Амортизация 4 группы,,-2325755.590000005,-431%,2021,11
Чистая прибыль,Амортизация,Амортизация 4 группы,,-3998477.3600000143,-209%,2021,12
Чистая прибыль,Аренда офиса,Арендная плата,,-72222,-92%,2022,3
Чистая прибыль,Аренда офиса,Арендная плата,,-83333,-67%,2022,4
Чистая прибыль,Аренда офиса,Арендная плата,,-63132,-120%,2022,7
Чистая прибыль,Аренда офиса,Арендная плата,,-138889,100%,2021,11
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-669822.5199999999,-2433%,2023,1
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-2176143.6999999997,-680%,2023,2
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-607734.06,-2692%,2023,3
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1199440.23,-1314%,2023,4
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-770120.6000000001,-2103%,2023,5
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-997405.11,-1601%,2023,6
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-180975.63,-9274%,2023,7
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-2022473.5699999998,-670%,2022,1
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1806053.2599999998,-763%,2022,2
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1749068.8299999998,-791%,2022,3
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1083666.8699999999,-1338%,2022,4
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-902598.0499999999,-1626%,2022,5
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-813713.01,-1815%,2022,6
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-807157.4299999999,-1830%,2022,7
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-849428,-1734%,2022,8
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-994188.29,-1467%,2022,9
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1098724.51,-1318%,2022,10
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1544157.57,-909%,2022,11
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-3294220.36,-373%,2022,12
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1571328.5,-644%,2021,1
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1455749.41,-703%,2021,2
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-3076005.6100000003,-280%,2021,3
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1177601.24,-893%,2021,4
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-678936.46,-1623%,2021,5
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-628680.4100000001,-1760%,2021,6
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-761973.7999999999,-1435%,2021,7
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-919265.42,-1172%,2021,8
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-765356.42,-1428%,2021,9
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1179990.22,-891%,2021,10
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1568834.23,-646%,2021,11
Чистая прибыль,Аренда офиса,Коммунальные платежи (офисы),,-1794853.64,-552%,2021,12
Чистая прибыль,Валовая выручка,Выручка от продаж,100%,206316468.1099999,-19977%,2023,1
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,620970027.5600001,-6571%,2023,2
Чистая прибыль,Валовая выручка,Выручка от продаж,100%,3639073999.2800016,-1038%,2023,3
Чистая прибыль,Валовая выручка,Выручка от продаж,100%,13886064348.180021,-198%,2023,4
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,14788787308.00994,-180%,2023,5
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,11291895524.640009,-267%,2023,6
Чистая прибыль,Валовая выручка,Выручка от продаж,102%,3470411877.269998,-1094%,2023,7
Чистая прибыль,Валовая выручка,Выручка от продаж,104%,279142024.2600002,-14739%,2023,8
Чистая прибыль,Валовая выручка,Выручка от продаж,103%,33429408.370000005,-71032%,2022,1
Чистая прибыль,Валовая выручка,Выручка от продаж,100%,142454716.45,-16592%,2022,2
Чистая прибыль,Валовая выручка,Выручка от продаж,100%,1451513139.4100008,-1538%,2022,3
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,10476418895.63996,-127%,2022,4
Чистая прибыль,Валовая выручка,Выручка от продаж,102%,13884333152.83997,-71%,2022,5
Чистая прибыль,Валовая выручка,Выручка от продаж,102%,7952968013.06,-199%,2022,6
Чистая прибыль,Валовая выручка,Выручка от продаж,103%,3610564054.110004,-559%,2022,7
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,1201688529.9299998,-1879%,2022,8
Чистая прибыль,Валовая выручка,Выручка от продаж,103%,736201584.5599998,-3130%,2022,9
Чистая прибыль,Валовая выручка,Выручка от продаж,125%,314894624.9100002,-7451%,2022,10
Чистая прибыль,Валовая выручка,Выручка от продаж,112%,669504854.5899999,-3452%,2022,11
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,947866821.7900006,-2409%,2022,12
Чистая прибыль,Валовая выручка,Выручка от продаж,105%,60642912.57,-26357%,2021,1
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,142186285.13999993,-11184%,2021,2
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,1227603693.1400008,-1207%,2021,3
Чистая прибыль,Валовая выручка,Выручка от продаж,100%,6685304274.860007,-140%,2021,4
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,8349014319.759994,-92%,2021,5
Чистая прибыль,Валовая выручка,Выручка от продаж,104%,4218559589.3399997,-280%,2021,6
Чистая прибыль,Валовая выручка,Выручка от продаж,102%,1168060427.7499995,-1274%,2021,7
Чистая прибыль,Валовая выручка,Выручка от продаж,103%,1647599738.7899995,-874%,2021,8
Чистая прибыль,Валовая выручка,Выручка от продаж,122%,313650006.12000006,-5015%,2021,9
Чистая прибыль,Валовая выручка,Выручка от продаж,101%,176365551.92999995,-8997%,2021,10
Чистая прибыль,Валовая выручка,Выручка от продаж,116%,236183549.81999996,-6693%,2021,11
Чистая прибыль,Валовая выручка,Выручка от продаж,100%,-446150379.54,3696%,2021,12
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-0%,-775000,-89182%,2023,1
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-1%,-7237678.56,-9460%,2023,2
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-0%,-4664285.720000001,-14735%,2023,3
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-0%,-40199892.86,-1621%,2023,4
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-1%,-165534269.68,-318%,2023,5
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-1%,-107092312.50999999,-546%,2023,6
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-2%,-75331426.78000002,-819%,2023,7
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-4%,-9526883.92,-7163%,2023,8
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-3%,-875446.43,-48316%,2022,1
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-1%,-66395836.61,-538%,2022,4
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-2%,-207898053.93999994,-104%,2022,5
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-2%,-132992187.17999998,-219%,2022,6
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-3%,-104742171.88000003,-305%,2022,7
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-1%,-11331158.460000003,-3641%,2022,8
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-3%,-24519794.64,-1629%,2022,9
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-25%,-62981769.63,-573%,2022,10
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-12%,-71525352.65999998,-493%,2022,11
Чистая прибыль,Валовая выручка,Доход при возврате реализованных товаров,-1%,-8675607.15,-4786%,2022,12
