Статьи,PL группа 1,Статьи затрат PL в 1 C,%,Факт,%_сравнеие,Период,Monthnumber
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,250000,-498%,2023,3
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,1961000,24%,2023,4
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,150000,-897%,2023,5
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,462000,-224%,2023,6
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,300000,46%,2022,3
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,330000,51%,2022,4
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,90000,-81%,2022,5
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,500000,67%,2022,6
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,25000,-551%,2022,7
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,250821,35%,2022,10
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,89459.3,100%,2021,5
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,50000,100%,2021,6
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (доставка с СВХ на наш склад),,23214.29,100%,2021,12
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,2973755.56,-4114%,2023,1
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,3502487.36,-3477%,2023,2
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,14987208.27,-736%,2023,3
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,63980203.56999999,-96%,2023,4
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,54840657.35,-128%,2023,5
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,29697864.470000003,-322%,2023,6
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,19541948,-541%,2023,7
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,240000,-52109%,2023,8
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,288500,-33666%,2022,1
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,1231021.4300000002,-7813%,2022,2
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,8807325.74,-1006%,2022,3
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,35633600.03999999,-173%,2022,4
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,19567785.75999999,-398%,2022,5
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,23663214.29,-312%,2022,6
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,11686783.459999999,-734%,2022,7
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,6715000,-1351%,2022,8
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,2704803.5700000003,-3502%,2022,9
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,2062000,-4624%,2022,10
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,7589021.25,-1184%,2022,11
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,5351477.65,-1720%,2022,12
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,561138.39,-13149%,2021,1
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,2314985.71,-3111%,2021,2
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,6372600,-1067%,2021,3
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,22595585.040000003,-229%,2021,4
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,22659965.270000003,-228%,2021,5
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,16630457.820000004,-347%,2021,6
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,3636019.21,-1945%,2021,7
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,3165200,-2249%,2021,8
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,15432647.17,-382%,2021,9
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,1742850,-4166%,2021,10
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,954500,-7689%,2021,11
Расходы по Логистике,Расходы по Логистике,Транспортные расходы (перемещения товара),,1348321.43,-5414%,2021,12
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров,,618800,4%,2022,3
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров,,506034.43,100%,2021,4
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров,,18750,100%,2021,5
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров,,8928.57,100%,2021,9
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров,,7142.86,100%,2021,10
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров,,28571.43,100%,2021,11
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров,,26785.71,100%,2021,12
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2023,1
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,7.450580596923828e-9,37%,2023,3
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,610000,100%,2023,4
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,8327695.000000009,100%,2023,5
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-1522007,100%,2023,6
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,600000,100%,2023,7
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2022,1
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2022,2
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,17500.000000001863,100%,2022,3
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-17500,100%,2022,4
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,3.725290298461914e-9,88%,2022,5
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2022,6
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2022,7
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2022,8
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2022,9
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2022,10
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2022,11
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2022,12
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2021,2
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-3.725290298461914e-9,50%,2021,3
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2021,4
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,-7.450580596923828e-9,75%,2021,5
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2021,6
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,1.862645149230957e-9,200%,2021,7
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2021,9
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2021,11
Расходы по Логистике,Расходы по Логистике,Транспортные услуги для поступлений товаров(Импорт),,0,,2021,12
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,5000000,-250%,2023,1
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,5000000,-250%,2023,2
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,5057000,-247%,2023,3
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,6010908,-192%,2023,4
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,6941000,-152%,2023,5
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,1432900,-1123%,2023,6
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,500000,-3405%,2023,7
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,244272,-3866%,2022,1
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,20000,-48336%,2022,2
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,1093250,-786%,2022,3
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,3150000,-208%,2022,4
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,1931500,-402%,2022,5
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,584000,-1559%,2022,6
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,500000,-1837%,2022,7
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,5000000,-94%,2022,11
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,5000000,-94%,2022,12
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,179577.71,-1900%,2021,2
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,674790,-432%,2021,3
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,1739952.58,-106%,2021,4
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,2634195,-36%,2021,5
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,1931336.3,-86%,2021,6
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,629731.71,-470%,2021,7
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,599085.71,-500%,2021,8
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,478234.17000000004,-651%,2021,9
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,219232,-1538%,2021,10
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,446964,-704%,2021,11
Расходы по Логистике,Расходы по Логистике,Услуги грузчиков,,154041,-2232%,2021,12
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,332851.82,-3531%,2023,1
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,275265.58999999997,-4290%,2023,2
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,2329771.1899999995,-419%,2023,3
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,7287952.160000001,-66%,2023,4
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,3877578.61,-212%,2023,5
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,1640522.3900000001,-637%,2023,6
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,756020.5399999999,-1499%,2023,7
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,77025,-7115%,2022,1
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,496822.20999999996,-1019%,2022,2
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,3030325.0799999996,-83%,2022,3
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,1897213.7799999998,-193%,2022,4
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,3180727.32,-75%,2022,5
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,423338.72,-1213%,2022,6
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,1784665.7100000002,-211%,2022,7
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,1040638.71,-434%,2022,10
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,74154.45999999999,-7394%,2022,11
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,80357.13,-6816%,2022,12
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,692731.25,58%,2021,2
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,997859.92,71%,2021,3
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,464016.88999999996,37%,2021,4
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,2398600.29,88%,2021,5
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,687446.42,58%,2021,6
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,89775.89,-223%,2021,7
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,35714.29,-712%,2021,8
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,163387.5,-78%,2021,10
Расходы по Логистике,Расходы по Логистике,Услуги СВХ,,27857.14,-941%,2021,12
Агенские расходы,Агенские расходы,Агентские расходы,,20473819.869999997,-1444%,2023,1
Агенские расходы,Агенские расходы,Агентские расходы,,6630470,-4669%,2023,2
Агенские расходы,Агенские расходы,Агентские расходы,,3328046,-9401%,2023,3
Агенские расходы,Агенские расходы,Агентские расходы,,17308664,-1727%,2023,4
Агенские расходы,Агенские расходы,Агентские расходы,,9013541.3,-3408%,2023,5
Агенские расходы,Агенские расходы,Агентские расходы,,12544438,-2421%,2023,6
Агенские расходы,Агенские расходы,Агентские расходы,,2423556.88,-12947%,2023,7
Агенские расходы,Агенские расходы,Агентские расходы,,31255808,-859%,2022,1
Агенские расходы,Агенские расходы,Агентские расходы,,8731145,-3331%,2022,2
Агенские расходы,Агенские расходы,Агентские расходы,,24799402.86,-1108%,2022,3
Агенские расходы,Агенские расходы,Агентские расходы,,11553096,-2493%,2022,4
Агенские расходы,Агенские расходы,Агентские расходы,,63671991.93,-371%,2022,5
Агенские расходы,Агенские расходы,Агентские расходы,,51047571,-487%,2022,6
Агенские расходы,Агенские расходы,Агентские расходы,,3635046.7199999997,-8142%,2022,7
Агенские расходы,Агенские расходы,Агентские расходы,,1431232.83,-20834%,2022,8
Агенские расходы,Агенские расходы,Агентские расходы,,5556987.66,-5292%,2022,9
Агенские расходы,Агенские расходы,Агентские расходы,,43367720,-591%,2022,10
Агенские расходы,Агенские расходы,Агентские расходы,,32845875.659999996,-812%,2022,11
Агенские расходы,Агенские расходы,Агентские расходы,,38300583.379999995,-682%,2022,12
Агенские расходы,Агенские расходы,Агентские расходы,,12529871.5,-592%,2021,2
Агенские расходы,Агенские расходы,Агентские расходы,,447000,-19286%,2021,3
Агенские расходы,Агенские расходы,Агентские расходы,,29617914,-193%,2021,4
Агенские расходы,Агенские расходы,Агентские расходы,,23422474.31,-270%,2021,5
Агенские расходы,Агенские расходы,Агентские расходы,,11265247.36,-669%,2021,6
Агенские расходы,Агенские расходы,Агентские расходы,,3653739,-2272%,2021,7
Агенские расходы,Агенские расходы,Агентские расходы,,5840258,-1384%,2021,8
Агенские расходы,Агенские расходы,Агентские расходы,,1519361.7,-5603%,2021,9
Агенские расходы,Агенские расходы,Агентские расходы,,58313054.32,-49%,2021,10
Агенские расходы,Агенские расходы,Агентские расходы,,22546456.85,-284%,2021,11
Агенские расходы,Агенские расходы,Агентские расходы,,130451895.25000001,34%,2021,12
Агенские расходы,Агенские расходы,Агентские услуги,,4116000,100%,2021,12
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,26621845.82,-1081%,2023,1
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,28089512.78,-1019%,2023,2
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,55105196.96,-470%,2023,3
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,30187366.15,-941%,2023,4
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,60702434.12,-418%,2023,5
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,39725402.3,-691%,2023,6
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,33668519.63,-833%,2023,7
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,758928.57,-41313%,2023,8
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,19768215.61,-614%,2022,1
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,10739946.7,-1214%,2022,2
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,12125910.53,-1064%,2022,3
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,26277382.32,-437%,2022,4
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,45633131.4,-209%,2022,5
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,36102167.580000006,-291%,2022,6
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,24961841.41,-465%,2022,7
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,36451807.27,-287%,2022,8
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,26130978.69,-440%,2022,9
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,23221330.73,-508%,2022,10
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,26450043.119999997,-434%,2022,11
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,26431606.71,-434%,2022,12
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,7195255.65,-1251%,2021,1
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,8248379.069999999,-1079%,2021,2
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,14841443.23,-555%,2021,3
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,11290919.32,-761%,2021,4
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,26739965.78,-264%,2021,5
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,17680129.48,-450%,2021,6
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,12584280.88,-673%,2021,7
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,9233193.540000003,-953%,2021,8
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,9765614.990000002,-896%,2021,9
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,7345701.99,-1224%,2021,10
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,6577330.92,-1378%,2021,11
Прочие Операционные расходы,Прочие Операционные расходы,Аренда помещений (склады),,9609559.540000001,-912%,2021,12
Прочие Операционные расходы,Прочие Операционные расходы,Аренда склада,,937500,79%,2023,6
Прочие Операционные расходы,Прочие Операционные расходы,Аренда склада,,110673.87,100%,2022,11
Прочие Операционные расходы,Прочие Операционные расходы,Аренда склада,,86071.43,100%,2022,12
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,10714285.68,-608%,2022,2
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,5646178.59,-1243%,2022,3
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,10260656.29,-639%,2022,5
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,4687500.02,-1518%,2022,6
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,4687500.02,-1518%,2022,7
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,4601094.66,-1548%,2022,8
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,4017857.16,-1787%,2022,9
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,4017857.16,-1787%,2022,10
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,4017857.16,-1787%,2022,11
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,4017857.16,-1787%,2022,12
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,160000,100%,2021,2
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,40178571.4,100%,2021,7
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,12053571.48,100%,2021,8
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,6026785.74,100%,2021,9
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,12053571.48,100%,2021,11
Прочие Операционные расходы,Прочие Операционные расходы,Аренда транспорта,,5357142.88,100%,2021,12
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,7097147.17,-861%,2023,1
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,7394912.430000002,-822%,2023,2
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,8446037.280000001,-707%,2023,3
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,9166481.809999997,-644%,2023,4
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,10193896.479999997,-569%,2023,5
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,11292956.190000003,-504%,2023,6
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,2852462.8599999994,-1392%,2022,1
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,3557935.0099999993,-1096%,2022,2
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,3669483.8099999987,-1059%,2022,3
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,4245993.68,-902%,2022,4
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,6048372.960000001,-603%,2022,5
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,7713829.409999999,-452%,2022,6
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,7239353.080000002,-488%,2022,7
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,5327010.640000001,-699%,2022,8
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,7619228.830000001,-458%,2022,9
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,6923011.480000001,-515%,2022,10
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,5614724.03,-658%,2022,11
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,7374579.449999999,-477%,2022,12
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,1689522.2599999998,-1436%,2021,1
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,1455933.9499999997,-1683%,2021,2
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,3542826.6100000003,-633%,2021,3
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,1646399.7599999998,-1477%,2021,4
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,138625.47999999998,-18625%,2021,5
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,3854894.329999999,-573%,2021,6
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,1512353.2199999997,-1616%,2021,7
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,1130175.0100000002,-2197%,2021,8
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,10000,-259475%,2021,9
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,1749951.9600000002,-1383%,2021,10
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,2672224.13,-871%,2021,11
Прочие Операционные расходы,Прочие Операционные расходы,ГСМ,,23142467.900000002,-12%,2021,12
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,517503.25,-871%,2023,1
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,476384.58999999997,-955%,2023,2
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,574253.71,-775%,2023,3
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,520801.72,-865%,2023,4
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,574523.66,-775%,2023,5
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,559805.29,-798%,2023,6
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,2687.2200000000003,-186929%,2023,7
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,370635.49999999994,-1434%,2022,1
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,386736.9499999999,-1371%,2022,2
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,374080.73999999993,-1420%,2022,3
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,448266.3399999999,-1169%,2022,4
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,385444.76999999996,-1376%,2022,5
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,460935.37,-1134%,2022,6
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,137835.22999999998,-4026%,2022,7
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,450564.97,-1162%,2022,8
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,774193.3699999999,-635%,2022,9
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,517881.89999999997,-998%,2022,10
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,184683.12000000002,-2979%,2022,11
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,534629.61,-964%,2022,12
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,434564.93000000005,-682%,2021,1
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,415124.61,-719%,2021,2
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,710256.8099999999,-378%,2021,3
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,676054.6200000001,-403%,2021,4
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,735980.15,-362%,2021,5
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,432170.1500000001,-686%,2021,6
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,434798.89,-681%,2021,7
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,389353.63,-773%,2021,8
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,382558.48,-788%,2021,9
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,337357.44,-907%,2021,10
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,179965.38,-1788%,2021,11
Прочие Операционные расходы,Прочие Операционные расходы,Интернет,,559096.2899999999,-508%,2021,12
Прочие Операционные расходы,Прочие Операционные расходы,Комиссия банка,,7142.87,-21856%,2022,1
Прочие Операционные расходы,Прочие Операционные расходы,Комиссия банка,,41953.61000000001,-3638%,2022,2
Прочие Операционные расходы,Прочие Операционные расходы,Комиссия банка,,101355.78999999995,-1447%,2022,3
Прочие Операционные расходы,Прочие Операционные расходы,Комиссия банка,,39810.74,-3839%,2022,4
Прочие Операционные расходы,Прочие Операционные расходы,Комиссия банка,,18733.579999999998,-8271%,2022,5
Прочие Операционные расходы,Прочие Операционные расходы,Комиссия банка,,11081888.02,86%,2022,6
Прочие Операционные расходы,Прочие Операционные расходы,Комиссия банка,,3452933.02,55%,2022,7
Прочие Операционные расходы,Прочие Операционные расходы,Комиссия банка,,3607600.44,57%,2022,8
Прочие Операционные расходы,Прочие Операционные расходы,Комиссия банка,,7100,-21988%,2022,9
Прочие Операционные расходы,Прочие Операционные расходы,Комиссия банка,,2900,-53979%,2022,10
